ArrivalDate,ArrivalWeekNumber,AssignedRoom,AverageDailyRate,BookingChanges,BookingCompany,BookingDistributionChannel,BookingMeal,BookingParking,CheckoutDate,Country,CustomerType,DaysInWaitingList,DepositType,LeadTime,MarketSegment,NumberOfAdult,NumberOfBabies,NumberOfChildren,RepeatedGuest,ReservedRoom,StaysInWeekendNights,StaysInWeekNights,TotalOfSpecialRequests,TravelAgent
2015-November-10,46,D               ,58,0,       NULL,TA/TO,BB       ,0,2015-11-12,PRT,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,D               ,0,2,0,        240
2015-November-10,46,D               ,73.2,2,       NULL,Direct,BB       ,1,2015-11-15,ESP,Transient,0,No Deposit     ,36,Direct,2,0,1,0,A               ,0,5,0,        250
2015-November-11,46,E               ,79,0,       NULL,Direct,BB       ,1,2015-11-12,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2015-November-11,46,D               ,37,1,       NULL,TA/TO,BB       ,1,2015-11-12,PRT,Transient,0,No Deposit     ,6,Offline TA/TO,1,0,0,0,D               ,0,1,0,         96
2015-November-11,46,C               ,40.5,4,        324,Corporate,BB       ,1,2015-11-15,ESP,Transient-Party,0,No Deposit     ,32,Corporate,1,0,0,0,A               ,0,4,0,        324
2015-November-11,46,C               ,53,0,       NULL,TA/TO,BB       ,0,2015-11-15,GBR,Transient,0,No Deposit     ,60,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,D               ,27.9,0,       NULL,TA/TO,BB       ,0,2015-11-15,DEU,Transient,0,No Deposit     ,166,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,D               ,73,1,       NULL,TA/TO,BB       ,0,2015-11-15,CHE,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,D               ,0,4,0,        240
2015-November-11,46,E               ,85.5,1,       NULL,TA/TO,BB       ,1,2015-11-15,GBR,Transient,0,No Deposit     ,53,Online TA,1,0,0,0,E               ,0,4,1,        240
2015-November-11,46,D               ,53,0,       NULL,TA/TO,BB       ,0,2015-11-15,GBR,Transient,0,No Deposit     ,60,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,C               ,48,3,       NULL,Corporate,BB       ,0,2015-11-15,PRT,Contract,0,No Deposit     ,61,Corporate,2,0,0,0,A               ,0,4,0,        281
2015-November-11,46,A               ,36,2,        281,Corporate,BB       ,0,2015-11-15,PRT,Transient-Party,0,No Deposit     ,40,Corporate,1,0,0,0,A               ,0,4,0,        185
2015-November-11,46,D               ,53,0,       NULL,TA/TO,BB       ,0,2015-11-15,GBR,Transient,0,No Deposit     ,56,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,C               ,43.2,4,        324,Corporate,BB       ,0,2015-11-15,ESP,Transient-Party,0,No Deposit     ,32,Corporate,2,0,0,0,A               ,0,4,0,        324
2015-November-11,46,D               ,27.9,1,       NULL,TA/TO,BB       ,0,2015-11-15,DEU,Transient,0,No Deposit     ,166,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,D               ,53,0,       NULL,TA/TO,BB       ,0,2015-11-15,GBR,Transient,0,No Deposit     ,56,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,D               ,59,0,       NULL,TA/TO,BB       ,1,2015-11-15,GBR,Transient,0,No Deposit     ,60,Online TA,1,0,0,0,A               ,0,4,1,        240
2015-November-11,46,D               ,66.64,0,       NULL,TA/TO,BB       ,0,2015-11-16,DEU,Transient,0,No Deposit     ,39,Online TA,2,0,0,0,D               ,1,4,0,        240
2015-November-11,46,A               ,49.59,0,       NULL,TA/TO,BB       ,0,2015-11-16,DEU,Transient,0,No Deposit     ,103,Online TA,2,0,0,0,A               ,1,4,2,        240
2015-November-11,46,A               ,36,3,        324,Corporate,BB       ,0,2015-11-14,DEU,Transient,0,No Deposit     ,32,Corporate,1,0,0,0,A               ,0,3,0,        324
2015-November-12,46,D               ,68,0,       NULL,TA/TO,BB       ,0,2015-11-14,SWE,Transient-Party,0,No Deposit     ,49,Online TA,2,0,0,0,D               ,0,2,2,        240
2015-November-12,46,C               ,36,3,        324,Corporate,BB       ,0,2015-11-14,PRT,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,2,0,        324
2015-November-12,46,E               ,52.2,1,        281,Corporate,BB       ,0,2015-11-15,AUT,Transient-Party,0,No Deposit     ,41,Corporate,2,0,0,0,E               ,0,3,0,        185
2015-November-12,46,E               ,40,2,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,D               ,66,0,       NULL,TA/TO,BB       ,1,2015-11-15,ITA,Transient,0,No Deposit     ,70,Online TA,2,0,0,0,A               ,0,3,0,        240
2015-November-12,46,C               ,40,2,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,A               ,40,1,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,21,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,A               ,40,3,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,E               ,40,0,        281,Corporate,BB       ,0,2015-11-15,PRT,Transient-Party,0,No Deposit     ,21,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,E               ,40,4,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,D               ,68,0,       NULL,TA/TO,BB       ,0,2015-11-14,GBR,Transient-Party,0,No Deposit     ,49,Online TA,2,0,0,0,D               ,0,2,2,        240
2015-November-12,46,D               ,78,0,       NULL,TA/TO,BB       ,0,2015-11-15,RUS,Transient-Party,0,No Deposit     ,2,Online TA,2,0,0,0,D               ,0,3,1,        240
2015-November-12,46,C               ,40,1,        281,Corporate,BB       ,0,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,G               ,104,1,       NULL,TA/TO,BB       ,1,2015-11-15,RUS,Transient,0,No Deposit     ,3,Online TA,2,0,2,0,G               ,0,3,0,        240
2015-November-12,46,D               ,78,0,       NULL,TA/TO,BB       ,0,2015-11-15,RUS,Transient-Party,0,No Deposit     ,2,Online TA,2,0,0,0,D               ,0,3,1,        240
2015-November-12,46,D               ,48,2,        281,Corporate,BB       ,0,2015-11-15,NLD,Transient-Party,0,No Deposit     ,21,Corporate,2,0,0,0,A               ,0,3,0,        334
2015-November-12,46,C               ,40,2,        281,Corporate,BB       ,1,2015-11-15,FRA,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,3,0,        334
2015-November-12,46,E               ,77.1,0,       NULL,TA/TO,BB       ,1,2015-11-16,CHE,Transient,0,No Deposit     ,82,Online TA,2,0,0,0,E               ,1,3,1,        240
2015-November-12,46,F               ,36,4,        324,Corporate,BB       ,0,2015-11-14,ESP,Transient-Party,0,No Deposit     ,33,Corporate,1,0,0,0,A               ,0,2,0,        324
2015-November-13,46,I               ,0,1,       NULL,TA/TO,BB       ,0,2015-11-13,PRT,Transient-Party,0,No Deposit     ,42,Online TA,2,0,0,0,A               ,0,0,2,        240
2015-November-13,46,I               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-13,PRT,Transient-Party,0,No Deposit     ,42,Online TA,1,0,0,0,A               ,0,0,2,        240
2015-November-13,46,D               ,43.2,0,        281,Direct,BB       ,0,2015-11-14,PRT,Transient-Party,0,No Deposit     ,2,Direct,2,0,0,0,A               ,0,1,0,        185
2015-November-13,46,F               ,78,0,       NULL,TA/TO,BB       ,0,2015-11-14,ITA,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,D               ,0,1,1,        240
2015-November-13,46,F               ,78,0,       NULL,Direct,BB       ,0,2015-11-15,PRT,Transient,0,No Deposit     ,31,Direct,2,0,0,0,F               ,0,2,0,       NULL
2015-November-13,46,D               ,78,0,       NULL,TA/TO,BB       ,0,2015-11-14,PRT,Transient,0,No Deposit     ,3,Online TA,2,0,0,0,D               ,0,1,1,        240
2015-November-13,46,E               ,51,0,       NULL,Direct,BB       ,0,2015-11-15,PRT,Transient,0,No Deposit     ,2,Direct,1,0,0,0,E               ,0,2,0,       NULL
2015-November-13,46,E               ,58.2,0,        281,Corporate,BB       ,1,2015-11-15,ITA,Transient-Party,0,No Deposit     ,15,Corporate,2,0,0,0,E               ,0,2,0,        185
2015-November-14,46,F               ,67.99,0,       NULL,TA/TO,BB       ,1,2015-11-18,GBR,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,F               ,2,2,1,        241
2015-November-14,46,E               ,55.1,0,       NULL,TA/TO,BB       ,0,2015-11-22,GBR,Transient,0,No Deposit     ,94,Online TA,2,0,0,0,E               ,2,6,2,        240
2015-November-15,47,D               ,58,0,       NULL,TA/TO,BB       ,0,2015-11-17,GBR,Transient,0,No Deposit     ,10,Online TA,2,0,0,0,D               ,2,0,1,        240
2015-November-15,47,E               ,72.5,0,       NULL,TA/TO,HB       ,1,2015-11-22,GBR,Transient,0,No Deposit     ,79,Offline TA/TO,2,0,0,0,E               ,2,5,0,          6
2015-November-16,47,A               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-16,PRT,Transient,0,No Deposit     ,74,Online TA,2,0,0,0,A               ,0,0,0,        242
2015-November-16,47,A               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-16,PRT,Transient,0,No Deposit     ,74,Online TA,2,0,0,0,A               ,0,0,1,        242
2015-November-16,47,A               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-16,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,2,0,1,0,A               ,0,0,1,          6
2015-November-17,47,E               ,0,0,       NULL,TA/TO,BB       ,1,2015-11-17,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,2,1,0,0,A               ,0,0,1,        321
2015-November-17,47,A               ,54,0,       NULL,TA/TO,BB       ,1,2015-11-19,FRA,Transient,0,No Deposit     ,28,Online TA,2,0,0,0,A               ,0,2,0,        240
2015-November-17,47,A               ,28.1,1,       NULL,TA/TO,BB       ,0,2015-11-21,GBR,Transient,0,No Deposit     ,46,Offline TA/TO,2,0,0,0,A               ,0,4,0,        115
2015-November-18,47,D               ,36,0,       NULL,TA/TO,BB       ,1,2015-11-20,PRT,Transient,0,No Deposit     ,16,Online TA,1,0,0,0,A               ,0,2,0,        240
2015-November-18,47,D               ,4,0,       NULL,TA/TO,BB       ,0,2015-11-21,NOR,Transient,0,No Deposit     ,193,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,62,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,49,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,62,Offline TA/TO,1,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,71,1,       NULL,TA/TO,Undefined,0,2015-11-24,PRT,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,18.5,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,1,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,12,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,62,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,62,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,0,No Deposit     ,62,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,69,0,       NULL,TA/TO,Undefined,0,2015-11-24,ESP,Transient-Party,65,No Deposit     ,105,Offline TA/TO,2,0,0,0,A               ,2,4,0,        313
2015-November-18,47,A               ,26.33,0,       NULL,TA/TO,BB       ,0,2015-11-25,GBR,Transient,0,No Deposit     ,163,Online TA,2,0,0,0,A               ,2,5,1,        241
2015-November-19,47,C               ,47.12,0,       NULL,TA/TO,BB       ,0,2015-11-21,POL,Transient,0,No Deposit     ,10,Online TA,2,0,1,0,C               ,0,2,1,        241
2015-November-19,47,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-11-22,DEU,Transient,0,No Deposit     ,19,Offline TA/TO,2,0,0,0,A               ,0,3,0,        171
2015-November-19,47,E               ,86,1,       NULL,TA/TO,HB       ,0,2015-11-22,FRA,Transient,0,No Deposit     ,45,Online TA,2,0,0,0,E               ,0,3,2,        240
2015-November-19,47,G               ,98,0,       NULL,TA/TO,BB       ,1,2015-11-23,FRA,Transient,0,No Deposit     ,16,Online TA,2,0,2,0,G               ,1,3,0,        240
2015-November-19,47,E               ,77.6,0,       NULL,Direct,HB       ,0,2015-11-23,NLD,Transient,0,No Deposit     ,50,Direct,2,0,0,0,E               ,1,3,1,        250
2015-November-19,47,E               ,77.6,0,       NULL,Direct,HB       ,0,2015-11-23,NLD,Transient,0,No Deposit     ,50,Direct,2,0,0,0,E               ,1,3,1,        250
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,48,1,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,1,0,0,0,A               ,0,2,0,         38
2015-November-20,47,D               ,36.45,0,       NULL,TA/TO,BB       ,0,2015-11-22,BRA,Transient,0,No Deposit     ,39,Online TA,2,0,0,0,A               ,0,2,1,        240
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,E               ,37,1,       NULL,Direct,BB       ,1,2015-11-22,PRT,Transient,0,No Deposit     ,8,Direct,2,0,0,0,A               ,0,2,2,       NULL
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,64,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,2,0,0,0,A               ,0,2,0,         38
2015-November-20,47,A               ,48,0,       NULL,TA/TO,FB       ,0,2015-11-22,ESP,Transient-Party,0,No Deposit     ,36,Groups,1,0,0,0,A               ,0,2,0,         38
2015-November-20,47,C               ,0,0,       NULL,TA/TO,SC       ,0,2015-11-23,ESP,Transient-Party,0,No Deposit     ,36,Groups,0,0,0,0,A               ,1,2,0,         38
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,A               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,C               ,32,1,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,1,0,0,A               ,0,1,1,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,A               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,G               ,44,1,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,1,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,A               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,H               ,56,2,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,15,Corporate,2,0,2,0,C               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,73.5,1,       NULL,TA/TO,HB       ,1,2015-11-22,PRT,Transient,0,No Deposit     ,44,Online TA,2,1,0,0,A               ,0,1,3,        240
2015-November-21,47,H               ,56,3,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,15,Corporate,2,0,2,0,C               ,0,1,0,       NULL
2015-November-21,47,F               ,54.05,0,       NULL,TA/TO,HB       ,0,2015-11-22,GBR,Transient,0,No Deposit     ,124,Online TA,2,0,0,0,D               ,0,1,1,        241
2015-November-21,47,E               ,73.5,3,       NULL,TA/TO,HB       ,1,2015-11-22,PRT,Transient,0,No Deposit     ,44,Online TA,2,0,0,0,A               ,0,1,3,        240
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,A               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,F               ,32,1,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,1,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,G               ,44,1,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,15,Corporate,2,0,1,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,G               ,76,1,       NULL,TA/TO,HB       ,0,2015-11-22,PRT,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,D               ,0,1,1,        240
2015-November-21,47,H               ,56,2,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,15,Corporate,2,0,2,0,C               ,0,1,0,       NULL
2015-November-21,47,G               ,32,3,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,15,Corporate,2,1,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,67.5,2,       NULL,Direct,HB       ,0,2015-11-22,PRT,Transient,0,No Deposit     ,40,Direct,3,0,0,0,A               ,0,1,2,       NULL
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
